date,futures_id,contract_date,open,max,min,close,漲跌價,漲跌%,volume,settlement_price,open_interest,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,trading_session,價差對單式委託成交量,sess
2026/04/07,TX,202604,33192.0,33377.0,32955.0,33159.0,654,2.01%,51955,33177.0,71552.0,33158,33169,35968,31227,,一般,,day
2026/04/08,TX,202604,33231.0,33596.0,32824.0,33495.0,318,0.96%,79836,,,33486,33495,35968,31227,,盤後,,after
2026/04/08,TX,202604,34651.0,35060.0,34473.0,34996.0,1819,5.48%,74154,35016.0,74508.0,34995,34996,35968,31227,,一般,,day
2026/04/09,TX,202604,35000.0,35348.0,34935.0,35208.0,192,0.55%,57379,,,35207,35217,35968,31227,,盤後,,after
2026/04/09,TX,202604,35032.0,35100.0,34745.0,34932.0,-84,-0.24%,53298,34924.0,72691.0,34930,34936,35968,31227,,一般,,day
2026/04/10,TX,202604,35249.0,35580.0,35215.0,35567.0,643,1.84%,55415,35569.0,71146.0,35567,35571,35968,31227,,一般,,day
2026/04/10,TX,202604,34922.0,35289.0,34765.0,35222.0,298,0.85%,47030,,,35216,35226,35968,31227,,盤後,,after
2026/04/13,TX,202604,35521.0,35748.0,35475.0,35589.0,20,0.06%,38073,,,35588,35594,35968,31227,,盤後,,after
2026/04/13,TX,202604,35280.0,35652.0,35225.0,35457.0,-112,-0.31%,83511,35460.0,38421.0,35455,35458,35968,31227,,一般,,day
2026/04/14,TX,202604,35500.0,36037.0,35455.0,36027.0,567,1.60%,33269,,,36019,36027,36037,31227,,盤後,,after
2026/04/14,TX,202604,36060.0,36430.0,35990.0,36381.0,921,2.60%,71746,36377.0,16844.0,36370,36380,36430,31227,,一般,,day
2026/04/15,TX,202604,36381.0,36738.0,36357.0,36725.0,348,0.96%,27131,,,36710,36725,36738,31227,,盤後,,after
2026/04/15,TX,202605,36997.0,37359.0,36909.0,36977.0,328,0.89%,42753,36985.0,73200.0,36962,36977,37359,31357,,一般,,day
